182&00&$+$& 26.7&208&00&$+$& 35.5&234&00&$+$& 37.1&260&00&$+$& 31.3&286&00&$+$& 19.1&312&00&$+$&  3.0&338&00&$-$& 13.7\\
199&30&$+$& 33.3&225&30&$+$& 37.4&251&30&$+$& 34.0&277&30&$+$& 23.6&303&30&$+$&  8.5&329&30&$-$&  8.3&355&30&$-$& 23.5\\[1ex]
200&00&$+$& 33.5&226&00&$+$& 37.4&252&00&$+$& 33.8&278&00&$+$& 23.4&304&00&$+$&  8.2&330&00&$-$&  8.7&356&00&$-$& 23.8\\
200&30&$+$& 33.6&226&30&$+$& 37.4&252&30&$+$& 33.7&278&30&$+$& 23.1&304&30&$+$&  7.9&330&30&$-$&  9.0&356&30&$-$& 24.0\\
201&00&$+$& 33.8&227&00&$+$& 37.4&253&00&$+$& 33.5&279&00&$+$& 22.9&305&00&$+$&  7.5&331&00&$-$&  9.3&357&00&$-$& 24.3\\
201&30&$+$& 33.9&227&30&$+$& 37.4&253&30&$+$& 33.4&279&30&$+$& 22.6&305&30&$+$&  7.2&331&30&$-$&  9.6&357&30&$-$& 24.5\\
202&00&$+$& 34.0&228&00&$+$& 37.4&254&00&$+$& 33.2&280&00&$+$& 22.3&306&00&$+$&  6.9&332&00&$-$&  9.9&358&00&$-$& 24.8\\
202&30&$+$& 34.2&228&30&$+$& 37.4&254&30&$+$& 33.1&280&30&$+$& 22.1&306&30&$+$&  6.6&332&30&$-$& 10.2&358&30&$-$& 25.0\\[1ex]
203&00&$+$& 34.3&229&00&$+$& 37.4&255&00&$+$& 32.9&281&00&$+$& 21.8&307&00&$+$&  6.3&333&00&$-$& 10.6&359&00&$-$& 25.2\\
203&30&$+$& 34.4&229&30&$+$& 37.4&255&30&$+$& 32.8&281&30&$+$& 21.5&307&30&$+$&  5.9&333&30&$-$& 10.9&359&30&$-$& 25.5\\
204&00&$+$& 34.6&230&00&$+$& 37.4&256&00&$+$& 32.6&282&00&$+$& 21.3&308&00&$+$&  5.6&334&00&$-$& 11.2&360&00&$-$& 25.7\\
204&30&$+$& 34.7&230&30&$+$& 37.4&256&30&$+$& 32.5&282&30&$+$& 21.0&308&30&$+$&  5.3&334&30&$-$& 11.5&   &  &   &     \\
205&00&$+$& 34.8&231&00&$+$& 37.3&257&00&$+$& 32.3&283&00&$+$& 20.7&309&00&$+$&  5.0&335&00&$-$& 11.8&   &  &   &     \\
205&30&$+$& 34.9&231&30&$+$& 37.3&257&30&$+$& 32.1&283&30&$+$& 20.5&309&30&$+$&  4.6&335&30&$-$& 12.1&   &  &   &     \\[1ex]
206&00&$+$& 35.0&232&00&$+$& 37.3&258&00&$+$& 32.0&284&00&$+$& 20.2&310&00&$+$&  4.3&336&00&$-$& 12.4&   &  &   &     \\
206&30&$+$& 35.2&232&30&$+$& 37.2&258&30&$+$& 31.8&284&30&$+$& 19.9&310&30&$+$&  4.0&336&30&$-$& 12.7&   &  &   &     \\
207&00&$+$& 35.3&233&00&$+$& 37.2&259&00&$+$& 31.6&285&00&$+$& 19.6&311&00&$+$&  3.7&337&00&$-$& 13.0&   &  &   &     \\
207&30&$+$& 35.4&233&30&$+$& 37.2&259&30&$+$& 31.4&285&30&$+$& 19.4&311&30&$+$&  3.3&337&30&$-$& 13.3&   &  &   &     \\
208&00&$+$& 35.5&234&00&$+$& 37.1&260&00&$+$& 31.3&286&00&$+$& 19.1&312&00&$+$&  3.0&338&00&$-$& 13.7&   &  &   &     \\
